latitude,longitude,cumulative_distance_m,altitude_m,bearing_deg,slope_pct
-26.751005263157893,27.740094736842106,15000.0,1439.7415692711043,309.08033907697,-0.49178399041350074
-26.748778771929825,27.73702456140351,15500.0,1437.3976227720002,309.0797899193978,-0.43778310408131343
-26.746552280701753,27.733954385964914,16000.0,1435.3637382302911,309.07924081731284,-0.36863901573663044
-26.74432578947368,27.730884210526316,16500.0,1433.711232614634,309.07869177042255,-0.28655415874125084
-26.742099298245613,27.727814035087718,17000.0,1432.4981966428786,309.0781427787016,-0.19455697123378285
-26.73987280701754,27.724743859649124,17500.0,1431.765662902296,309.077593842508,-0.09635880156047279
-26.737646315789473,27.721673684210526,18000.0,1431.5346086272739,309.07704496142134,0.003832284270970377
-26.7354198245614,27.71860350877193,18500.0,1431.8039857450058,309.0764961357693,0.10153047561359471
-26.733193333333332,27.715533333333333,19000.0,1432.5499133834098,309.0759473652592,0.19221165233955162
-26.73096684210526,27.71246315789474,19500.0,1433.7261022684013,309.0753986501786,0.271559674098512
-26.728740350877192,27.70939298245614,20000.0,1435.265510124395,309.074849990275,0.33570541448593755
-26.72651385964912,27.706322807017543,20500.0,1437.0831564132607,309.0743013857234,0.3814447497331685
-26.724287368421052,27.70325263157895,21000.0,1439.0799576217266,309.07375283636094,0.40642283383169797
-26.72206087719298,27.70018245614035,21500.0,1441.1473847515776,309.0732043424083,0.4092738543896075
-26.719834385964912,27.697112280701756,22000.0,1443.1726961656227,309.07265590367217,0.3897079592911041
-26.71760789473684,27.694042105263158,22500.0,1445.0444643444887,309.07210752014055,0.3485400295951195
-26.715381403508772,27.690971929824563,23000.0,1446.658096461574,309.07155919198067,0.2876582765527018
-26.7131549122807,27.687901754385965,23500.0,1447.9210471100157,309.07101091906026,0.20993406895902356
-26.71092842105263,27.684831578947367,24000.0,1448.7574371511641,309.07046270143405,0.11907775256861441
-26.70870192982456,27.681761403508773,24500.0,1449.1118246357019,309.0699145389393,0.0194483113436263
-26.706475438596488,27.678691228070175,25000.0,1448.9519202646004,309.06936643179665,-0.08417263835365246
-26.70424894736842,27.67562105263158,25500.0,1448.2700982521653,309.06881837989295,-0.18682998822625904
-26.702022456140348,27.672550877192982,26000.0,1447.0836203823378,309.06827038333626,-0.2836535580564714
-26.69979596491228,27.669480701754388,26500.0,1445.4335626716006,309.06772244181326,-0.3701114128022254
-26.697569473684208,27.66641052631579,27000.0,1443.3825062543156,309.06717455575233,-0.4422439928639733
-26.69534298245614,27.663340350877192,27500.0,1441.0111227429609,309.0666267248478,-0.4968660806164962
-26.693116491228068,27.660270175438598,28000.0,1438.4138454481506,309.0660789492975,-0.5317254773239029
-26.69089,27.6572,28500.0,1435.6938679697219,309.06553122872106,-0.5456097519326477
-26.688663508771928,27.654129824561405,29000.0,1432.9577479288241,309.0649835636864,-0.5383954023697924
-26.68643701754386,27.651059649122807,29500.0,1430.309913946024,309.0644359536606,-0.5110370677720084
-26.684210526315788,27.64798947368421,30000.0,1427.847377251104,309.063888399019,-0.46549785505508223
-26.68198403508772,27.644919298245615,30500.0,1425.654935395473,309.06334089951866,-0.40462519670982144
-26.679757543859647,27.641849122807017,31000.0,1423.8011252840058,309.0627934553001,-0.33197974436118327
-26.67753105263158,27.638778947368422,31500.0,1422.3351379518613,309.06224606625017,-0.25162744584695246
-26.675304561403507,27.635708771929824,32000.0,1421.2848508255363,309.06169873255703,-0.16790699986943308
-26.673078070175436,27.63263859649123,32500.0,1420.656067953167,309.0611514539074,-0.08518621416237693
-26.670851578947367,27.629568421052632,33000.0,1420.4329886839125,309.06060423056954,-0.007621334928103351
-26.668625087719295,27.626498245614034,33500.0,1420.579854603886,309.060057062438,0.06106686241764692
-26.666398596491227,27.62342807017544,34000.0,1421.043657308089,309.05950994955015,0.11778750997241332
-26.664172105263155,27.62035789473684,34500.0,1421.75772970361,309.05896289184636,0.16023371505114029
-26.661945614035087,27.617287719298247,35000.0,1422.6459944586004,309.0584158892936,0.18698780491320122
-26.659719122807015,27.61421754385965,35500.0,1423.627607752742,309.05786894208006,0.19757222027697025
-26.657492631578947,27.611147368421054,36000.0,1424.62171666137,309.05732204993245,0.19244376560927776
-26.655266140350875,27.608077192982456,36500.0,1425.5520454088348,309.05677521311895,0.1729322803264722
-26.653039649122807,27.60500701754386,37000.0,1426.3510394646348,309.0562284312939,0.14112807381527545
-26.650813157894735,27.601936842105264,37500.0,1426.9633261469876,309.0556817049753,0.09972547610741457
-26.648586666666667,27.598866666666666,38000.0,1427.348294225709,309.05513503354285,0.051832418774438345
-26.646360175438595,27.59579649122807,38500.0,1427.481650334732,309.05458841752414,0.0007579272360771939
-26.644133684210527,27.592726315789474,39000.0,1427.3558734980697,309.0540418565467,-0.05020933849909852
-26.641907192982455,27.58965614035088,39500.0,1426.979556949741,309.05349535093796,-0.098017885394529
-26.639680701754383,27.58658596491228,40000.0,1426.3756946441245,309.0529489002853,-0.14005225993380463
-26.637454210526315,27.583515789473683,40500.0,1425.579034350403,309.0524025048437,-0.1743018474047176
-26.635227719298243,27.58044561403509,41000.0,1424.6326761700773,309.0518561647709,-0.1994893023244458
-26.633001228070174,27.57737543859649,41500.0,1423.5841413271585,309.05130987972683,-0.2151507746810239
-26.630774736842103,27.574305263157896,42000.0,1422.481168423267,309.0507636499587,-0.22166302259013265
-26.628548245614034,27.571235087719298,42500.0,1421.3675111012572,309.0502174751742,-0.22021572018354618
-26.626321754385962,27.568164912280704,43000.0,1420.2790112214316,309.04967135578084,-0.21273058948368087
-26.624095263157894,27.565094736842106,43500.0,1419.2402052064203,309.049125291326,-0.20173221009258668
-26.621868771929822,27.562024561403508,44000.0,1418.2616891205057,309.048579282345,-0.19017829968590833
-26.619642280701754,27.558954385964913,44500.0,1417.3384222095613,309.04803332819455,-0.18125973727630937
-26.617415789473682,27.555884210526315,45000.0,1416.4490917477426,309.0474874294156,-0.17818247272307416
-26.615189298245614,27.55281403508772,45500.0,1415.5565974823305,309.0469415856548,-0.18394461843031423
-26.612962807017542,27.549743859649123,46000.0,1414.6096455634395,309.0463957971804,-0.2011223832472524
-26.610736315789474,27.546673684210525,46500.0,1413.545373649858,309.04585006372673,-0.23167806126498364
-26.608509824561402,27.54360350877193,47000.0,1412.2928649507896,309.0453043855717,-0.27680205422618653
-26.60628333333333,27.540533333333332,47500.0,1410.7773531075961,309.0447587624151,-0.3367989566625965
-26.604056842105262,27.537463157894738,48000.0,1408.9248753841637,309.04421319450444,-0.41102518086581763
-26.60183035087719,27.53439298245614,48500.0,1406.667101298938,309.0436676816273,-0.49788259316333094
-26.59960385964912,27.531322807017546,49000.0,1403.9460494525304,309.0431222240311,-0.594869349366013
-26.59737736842105,27.528252631578948,49500.0,1400.7184078052778,309.0425768214634,-0.6986857479338595
-26.59515087719298,27.52518245614035,50000.0,1396.9591919731918,309.04203147405906,-0.8053896619686838
-26.59292438596491,27.522112280701755,50500.0,1392.664511185591,309.0414861818156,-0.9105931569586119
-26.59069789473684,27.519042105263157,51000.0,1387.8532604036056,309.0409409446332,-1.0096894242034977
-26.58847140350877,27.515971929824563,51500.0,1382.567616943556,309.0403957626791,-1.0980973063257353
-26.5862449122807,27.512901754385965,52000.0,1376.8722873403483,309.039850635741,-1.1715095712803532
-26.58401842105263,27.50983157894737,52500.0,1370.8525212307525,309.03930556398615,-1.2261307721761796
-26.58179192982456,27.506761403508772,53000.0,1364.6109796185865,309.03876054732234,-1.258891032679685
-26.57956543859649,27.503691228070174,53500.0,1358.2636109039556,309.0382155858044,-1.2676233945354851
-26.57733894736842,27.50062105263158,54000.0,1351.9347456732316,309.0376706793496,-1.2511943811659876
-26.57511245614035,27.49755087719298,54500.0,1345.7516670922957,309.0371258281385,-1.2095800536458
-26.57288596491228,27.494480701754387,55000.0,1339.8389451367736,309.03658103185796,-1.1438829114409372
-26.57065947368421,27.49141052631579,55500.0,1334.3128379778864,309.036036290776,-1.0562883424214762
-26.568432982456137,27.488340350877195,56000.0,1329.2760617125589,309.03549160481975,-0.9499627608210859
-26.56620649122807,27.485270175438597,56500.0,1324.8132103696755,309.03494697381683,-0.8288988891259123
-26.563979999999997,27.4822,57000.0,1320.9870728212998,309.0344023981024,-0.6977166480970026
-26.56175350877193,27.479129824561404,57500.0,1317.8360438887055,309.03385787739353,-0.5614306439059419
-26.559527017543857,27.476059649122806,58000.0,1315.3727663822403,309.0333134117507,-0.4251971363903977
-26.55730052631579,27.472989473684212,58500.0,1313.5840725248015,309.03276900126104,-0.29405452799339854
-26.555074035087717,27.469919298245614,59000.0,1312.4322211023064,309.0322246458724,-0.17267176229370307
-26.55284754385965,27.46684912280702,59500.0,1311.8573549018645,309.0316803454718,-0.06511854428997595
-26.550621052631577,27.46377894736842,60000.0,1311.7810356594066,309.03113610024724,0.025329980087940383
-26.54839456140351,27.460708771929824,60500.0,1312.110654702744,309.0305919099733,0.09634344588598652
-26.546168070175437,27.45763859649123,61000.0,1312.7444701182665,309.03004777500774,0.14663335812729203
-26.54394157894737,27.45456842105263,61500.0,1313.5769882840168,309.02950369485046,0.17599207380528695
-26.541715087719297,27.451498245614037,62000.0,1314.5043908563193,309.028959670029,0.18527204012293624
-26.53948859649123,27.44842807017544,62500.0,1315.4297086852462,309.0284157000108,0.17630707273817733
-26.537262105263157,27.445357894736844,63000.0,1316.267461583701,309.0278717853634,0.151780762825274
-26.535035614035085,27.442287719298246,63500.0,1316.947516313499,309.02732792551427,0.11505009974023324
-26.532809122807016,27.439217543859648,64000.0,1317.4179625811034,309.0267841208384,0.06993491351809097
-26.530582631578945,27.436147368421054,64500.0,1317.6468654486798,309.0262403713333,0.02048563313778686
-26.528356140350876,27.433077192982456,65000.0,1317.6228189124813,309.02569667661896,-0.0292569860068852
-26.526129649122804,27.43000701754386,65500.0,1317.354295588611,309.02515303722294,-0.07549615414820891
-26.523903157894736,27.426936842105263,66000.0,1316.8678573709992,309.02460945269274,-0.11489380786852052
-26.521676666666664,27.423866666666665,66500.0,1316.2053575099258,309.0240659233233,-0.1447535382262231
-26.519450175438596,27.42079649122807,67000.0,1315.420321988737,309.02352244895195,-0.16316134833907653
-26.517223684210524,27.417726315789473,67500.0,1314.573744026535,309.0229790296391,-0.16907646265792664
-26.514997192982456,27.41465614035088,68000.0,1313.7295573621577,309.0224356653117,-0.1623674154797527
-26.512770701754384,27.41158596491228,68500.0,1312.9500698717375,309.021892356158,-0.1437919191567289
-26.510544210526316,27.408515789473686,69000.0,1312.2916381705904,309.0213491019848,-0.11492235999307923
-26.508317719298244,27.405445614035088,69500.0,1311.8008462718067,309.02080590282003,-0.0780219949282582
-26.506091228070176,27.40237543859649,70000.0,1311.5114182213078,309.0202627586784,-0.03587983518502824
-26.503864736842104,27.399305263157895,70500.0,1311.4420479199564,309.01971966963754,0.008385366908441938
-26.501638245614036,27.396235087719297,71000.0,1311.5952718903923,309.01917663551757,0.051539807160997944
-26.499411754385964,27.393164912280703,71500.0,1311.9574459915664,309.01863365652576,0.09045470048595235
-26.497185263157892,27.390094736842105,72000.0,1312.4998188952518,309.0180907325299,0.12231815904492577
-26.494958771929824,27.38702456140351,72500.0,1313.1806275820156,309.0175478635371,0.14482583181770678
-26.492732280701752,27.383954385964913,73000.0,1313.9480772134289,309.01700504961536,0.15633856565686982
-26.490505789473684,27.380884210526315,73500.0,1314.7440132385843,309.01646229057917,0.15599735295161282
-26.48827929824561,27.37781403508772,74000.0,1315.508050742945,309.0159195867063,0.14378841641466805
-26.486052807017543,27.374743859649122,74500.0,1316.181897402731,309.0153769376968,0.12055429411748264
-26.48382631578947,27.371673684210528,75000.0,1316.7135936841198,309.014834343838,0.08795004943340246
-26.481599824561403,27.36860350877193,75500.0,1317.061397897065,309.0142918048376,0.048347048010987236
-26.47937333333333,27.365533333333335,76000.0,1317.1970641642297,309.0137493209829,0.004689920915507174
-26.477146842105263,27.362463157894737,76500.0,1317.10829710622,309.0132068920217,-0.039684818553701005
-26.47492035087719,27.35939298245614,77000.0,1316.8002159786927,309.0126645182088,-0.08125768610871091
-26.472693859649123,27.356322807017545,77500.0,1316.295720245133,309.0121221991814,-0.11655013419381247
-26.47046736842105,27.353252631578947,78000.0,1315.6347146367546,309.0115799353202,-0.14234995110382442
-26.468240877192983,27.350182456140352,78500.0,1314.8722207340948,309.0110377263521,-0.1559244717534966
-26.46601438596491,27.347112280701754,79000.0,1314.0754699192196,309.010495572425,-0.1552085565597281
-26.46378789473684,27.344042105263156,79500.0,1313.3201351684975,309.0099534735137,-0.13895570637630497
-26.46156140350877,27.340971929824562,80000.0,1312.6859128554565,309.00941142945555,-0.10684278693847774
-26.4593349122807,27.337901754385964,80500.0,1312.2517072991127,309.00886944051103,-0.059521513713207234
-26.45710842105263,27.33483157894737,81000.0,1312.0906977183245,309.00832750648715,0.0013870584770074856
-26.45488192982456,27.33176140350877,81500.0,1312.2655778838828,309.00778562741186,0.07335546773422266
-26.45265543859649,27.328691228070177,82000.0,1312.8242523956667,309.00724380337226,0.15306725616453604
-26.45042894736842,27.32562105263158,82500.0,1313.7962504455281,309.0067020342362,0.23658270341747994
-26.44820245614035,27.32255087719298,83000.0,1315.1900794298415,309.0061603201384,0.31954385819256004
-26.44597596491228,27.319480701754387,83500.0,1316.9916890274537,309.0056186609965,0.3974074888086079
-26.44374947368421,27.31641052631579,84000.0,1319.1641543179276,309.0050770567106,0.4656928721495206
-26.44152298245614,27.313340350877194,84500.0,1321.648617748949,309.00453550760807,0.5202303921196517
-26.43929649122807,27.310270175438596,85000.0,1324.366458239124,309.0039940132365,0.5573967812843875
-26.43707,27.3072,85500.0,1327.2225855617928,309.00345257392325,0.5743235225194894
-26.43484350877193,27.304129824561404,86000.0,1330.109693464319,309.00291118957614,0.5690663932864936
-26.43261701754386,27.301059649122806,86500.0,1332.9132494946577,309.0023698601299,0.5407262999666046
-26.43039052631579,27.29798947368421,87000.0,1335.516956463985,309.001828585702,0.4895142890725083
-26.42816403508772,27.294919298245613,87500.0,1337.8083923853828,309.0012873661127,0.41675677809435
-26.425937543859646,27.29184912280702,88000.0,1339.6845242449285,309.00074620164935,0.32484043881645447
-26.423711052631578,27.28877894736842,88500.0,1341.0567967735474,309.0002050918595,0.21709959400893694
-26.421484561403506,27.285708771929826,89000.0,1341.855520185018,308.9996640372306,0.0976522559801424
-26.419258070175438,27.28263859649123,89500.0,1342.0333193333488,308.99912303743037,-0.028806146650981645
-26.417031578947366,27.27956842105263,90000.0,1341.567458718508,308.9985820926336,-0.15723990837545898
-26.414805087719298,27.276498245614036,90500.0,1340.4609202495942,308.9980412026777,-0.28252786503646804
-26.412578596491226,27.273428070175438,91000.0,1338.7421800681434,308.9975003677832,-0.3997217197608507
-26.410352105263158,27.270357894736843,91500.0,1336.4637030519857,308.99695958759685,-0.5042935362046365
-26.408125614035086,27.267287719298245,92000.0,1333.699244706097,308.99641886262697,-0.5923587131395379
-26.405899122807018,27.26421754385965,92500.0,1330.5401159205903,308.99587819232033,-0.6608621937015642
-26.403672631578946,27.261147368421053,93000.0,1327.0906227690814,308.99533757702505,-0.7077178024448585
-26.401446140350878,27.258077192982455,93500.0,1323.4629378961417,308.99479701671584,-0.7318933186685399
-26.399219649122806,27.25500701754386,94000.0,1319.771689582396,308.9942565112301,-0.733437026928027
-26.396993157894737,27.251936842105263,94500.0,1316.1285676268615,308.9937160607082,-0.7134448527310724
-26.394766666666666,27.248866666666668,95000.0,1312.6372410550853,308.9931756651974,-0.6739705972443971
-26.392540175438594,27.24579649122807,95500.0,1309.3888616544175,308.99263532432525,-0.6178850315006457
-26.390313684210525,27.242726315789476,96000.0,1306.4583907400788,308.9920950385392,-0.5486925097609173
-26.388087192982454,27.239656140350878,96500.0,1303.9019365568083,308.991554807587,-0.4703161455697682
-26.385860701754385,27.23658596491228,97000.0,1301.7552292843811,308.99101463152346,-0.3868643251849107
-26.383634210526314,27.233515789473685,97500.0,1300.0332933049592,308.9904745104661,-0.3023923123487293
-26.381407719298245,27.230445614035087,98000.0,1298.7313061608938,308.98993444415504,-0.22067287076752107
-26.379181228070173,27.227375438596493,98500.0,1297.826564597284,308.98939443295774,-0.14498918840695296
-26.376954736842105,27.224305263157895,99000.0,1297.2814142768243,308.98885447638173,-0.07796197070583731
-26.374728245614033,27.2212350877193,99500.0,1297.0469448902256,308.9883145748344,-0.02142046324893272
-26.372501754385965,27.218164912280702,100000.0,1297.067209644335,308.98777472818364,0.023675506231279543
-26.370275263157893,27.215094736842104,100500.0,1297.2836999525384,308.987234936324,0.05725845310651039
-26.368048771929825,27.21202456140351,101000.0,1297.6397941754,308.9866951993731,0.08012041529916587
-26.365822280701753,27.208954385964912,101500.0,1298.08490410553,308.9861555173914,0.093827003358183
-26.363595789473685,27.205884210526317,102000.0,1298.578064208982,308.9856158901858,0.10058410001397534
-26.361369298245613,27.20281403508772,102500.0,1299.0907451056698,308.98507631786424,0.10306579724651783
-26.35914280701754,27.19974385964912,103000.0,1299.608722181447,308.98453680048164,0.10421444967332717
-26.356916315789473,27.196673684210527,103500.0,1300.132889602403,308.9839973378753,0.10702536091462206
-26.3546898245614,27.19360350877193,104000.0,1300.6789757905933,308.9834579301856,0.11432950854223237
-26.352463333333333,27.190533333333335,104500.0,1301.2761846878254,308.98291857729964,0.12858780145670606
-26.35023684210526,27.187463157894737,105000.0,1301.9648538051604,308.98237927944547,0.15170964644178184
-26.348010350877193,27.184392982456142,105500.0,1302.7932811522433,308.98184003623004,0.18490712104162413
-26.34578385964912,27.181322807017544,106000.0,1303.8139250155766,308.9813008479213,0.22859389554791962
-26.343557368421052,27.178252631578946,106500.0,1305.0792201077224,308.9807617144941,0.28233534529001647
-26.34133087719298,27.17518245614035,107000.0,1306.6372784684768,308.9802226360259,0.3448532053875851
-26.339104385964912,27.172112280701754,107500.0,1308.5277521615983,308.9796836122169,0.41408482633321453
-26.33687789473684,27.16904210526316,108000.0,1310.778126731809,308.97914464335435,0.48729378506541254
-26.334651403508772,27.16597192982456,108500.0,1313.4006900122524,308.97860572930614,0.5612254881294575
-26.3324249122807,27.162901754385967,109000.0,1316.3903816131035,308.9780668701194,0.6322986558810498
-26.330198421052632,27.15983157894737,109500.0,1319.723676571063,308.97752806574204,0.6968213626148326
-26.32797192982456,27.15676140350877,110000.0,1323.3585952392518,308.97698931626877,0.7512187589089081
-26.325745438596492,27.153691228070176,110500.0,1327.235864160152,308.97645062149707,0.7922588122780553
-26.32351894736842,27.15062105263158,111000.0,1331.2811833620324,308.97591198168743,0.8172624188549207
-26.32129245614035,27.147550877192984,111500.0,1335.4084883487012,308.97537339660676,0.8242850633357877
-26.31906596491228,27.144480701754386,112000.0,1339.5240339953903,308.9748348663631,0.8122587904356579
-26.316839473684208,27.14141052631579,112500.0,1343.5310762530578,308.9742963910036,0.7810855074048505
-26.31461298245614,27.138340350877193,113000.0,1347.3348890694388,308.97375797039604,0.7316754330924596
-26.312386491228068,27.135270175438595,113500.0,1350.8478305839824,308.9732196046353,0.6659276820570994
-26.31016,27.1322,114000.0,1353.9941658900098,308.9726812937189,0.5866533373980246
-26.307933508771928,27.129129824561403,114500.0,1356.7143639579626,308.97214303758705,0.49744472682548346
-26.30570701754386,27.12605964912281,115000.0,1358.9686131582646,308.9716048362469,0.4024977764312552
-26.303480526315788,27.12298947368421,115500.0,1360.7393417222752,308.9710666898065,0.3063970905024462
-26.30125403508772,27.119919298245613,116000.0,1362.032584063289,308.9705285980004,0.21387563065868562
-26.299027543859648,27.116849122807018,116500.0,1362.878098028862,308.9699905611062,0.12956241248812148
-26.29680105263158,27.11377894736842,117000.0,1363.3282081881703,308.96945257898426,0.05773241111612606
-26.294574561403508,27.110708771929826,117500.0,1363.4554221400233,308.9689146517217,0.0020728220433738898
-26.29234807017544,27.107638596491228,118000.0,1363.348936408604,308.9683767791064,-0.03452103894137508
-26.290121578947367,27.104568421052633,118500.0,1363.1102117506096,308.96783896150555,-0.05010854439456126
-26.287895087719296,27.101498245614035,119000.0,1362.8478509646584,308.967301198507,-0.043815926973616116
-26.285668596491227,27.098428070175437,119500.0,1362.6720524808734,308.9667634902855,-0.015891318613398653
-26.283442105263155,27.095357894736843,120000.0,1362.6889377785244,308.9662258370387,0.032300610520997
-26.281215614035087,27.092287719298245,120500.0,1362.9950585860834,308.9656882383867,0.09834426109882771
-26.278989122807015,27.08921754385965,121000.0,1363.6723803895127,308.9651506946568,0.17889539561879247
-26.276762631578947,27.086147368421052,121500.0,1364.7840125422713,308.9646132055568,0.2698533348112278
-26.274536140350875,27.083077192982458,122000.0,1366.370913737625,308.964075771414,0.36657346160022825
-26.272309649122807,27.08000701754386,122500.0,1368.4497471582736,308.9635383917761,0.46410816561317464
-26.270083157894735,27.076936842105262,123000.0,1371.0119953937567,308.96300106717814,0.5574627751399248
-26.267856666666667,27.073866666666667,123500.0,1374.0243749096728,308.96246379713733,0.6418522116120129
-26.265630175438595,27.07079649122807,124000.0,1377.4305175098768,308.9619265819942,0.7129441102209285
-26.263403684210527,27.067726315789475,124500.0,1381.153816011882,308.9613894215558,0.7670749776302955
-26.261177192982455,27.064656140350877,125000.0,1385.1012672861798,308.9608523159301,0.8014275546639511
-26.258950701754387,27.061585964912283,125500.0,1389.1680915585216,308.9603152650842,0.8141598244623538
-26.256724210526315,27.058515789473685,126000.0,1393.2428655308033,308.959778268846,0.8044789217917924
-26.254497719298243,27.055445614035087,126500.0,1397.2128807764395,308.9592413275103,0.7726563924444463
-26.252271228070175,27.052375438596492,127000.0,1400.9694294552478,308.95870444083454,0.7199846366803968
-26.250044736842103,27.049305263157894,127500.0,1404.4127271432435,308.9581676089592,0.6486777502401537
-26.247818245614035,27.0462350877193,128000.0,1407.4562069576493,308.95763083181123,0.5617231540256625
-26.245591754385963,27.0431649122807,128500.0,1410.0299586835001,308.95709410941873,0.4626931946548211
-26.243365263157894,27.040094736842107,129000.0,1412.0831389041975,308.9565574417487,0.35552814114769266
-26.241138771929823,27.03702456140351,129500.0,1413.585240094977,308.9560208288292,0.24430356870971082
-26.238912280701754,27.03395438596491,130000.0,1414.5261745912946,308.9554842705548,0.13299591947047704
-26.236685789473682,27.030884210526317,130500.0,1414.9151992896818,308.9549477672432,0.02526001765484125
-26.234459298245614,27.02781403508772,131000.0,1414.778774767843,308.95441131839453,-0.07576850388056755
-26.232232807017542,27.024743859649124,131500.0,1414.1575142508761,308.95387492445616,-0.16763448706772124
-26.230006315789474,27.021673684210526,132000.0,1413.1024298971658,308.95333858513584,-0.24867910450759612
-26.227779824561402,27.018603508771932,132500.0,1411.6707232058002,308.9528023006408,-0.31810392089100786
-26.225553333333334,27.015533333333334,133000.0,1409.9213906882558,308.95226607071896,-0.37597992861124113
-26.223326842105262,27.012463157894736,133500.0,1407.9109239196878,308.95172989566504,-0.42320164116699743
-26.221100350877194,27.00939298245614,134000.0,1405.6893742765858,308.9511937753166,-0.4613896263568904
-26.218873859649122,27.006322807017543,134500.0,1403.2970276561189,308.95065770953386,-0.4927479484079186
-26.21664736842105,27.00325263157895,135000.0,1400.7618947925066,308.9501216986441,-0.5198856819700722
-26.214420877192982,27.00018245614035,135500.0,1398.0981708364181,308.9495857422752,-0.54561380256971
-26.21219438596491,26.997112280701753,136000.0,1395.3057567668095,308.94904984084195,-0.5727302215114605
-26.20996789473684,26.99404210526316,136500.0,1392.3708686213035,308.9485139938617,-0.6038064322341598
-26.20774140350877,26.99097192982456,137000.0,1389.267692444468,308.947978201795,-0.6409891287239361
-26.2055149122807,26.987901754385966,137500.0,1385.9609773340642,308.9474424642889,-0.6858292512242088
-26.20328842105263,26.984831578947368,138000.0,1382.4093999322258,308.9469067815313,-0.7391492637028023
-26.20106192982456,26.981761403508774,138500.0,1378.5694846970362,308.9463711534094,-0.8009571688469351
-26.19883543859649,26.978691228070176,139000.0,1374.3998282437565,308.9458355801112,-0.8704129554964767
-26.19660894736842,26.975621052631578,139500.0,1369.8653551420714,308.9453000613712,-0.9458500163972303
-26.19438245614035,26.972550877192983,140000.0,1364.9413280797842,308.9447645974272,-1.024850757472609
-26.19215596491228,26.969480701754385,140500.0,1359.6168475673453,308.94422918809937,-1.104372339562292
-26.18992947368421,26.96641052631579,141000.0,1353.8976046841613,308.94369383351494,-1.1809154438964016
-26.18770298245614,26.963340350877193,141500.0,1347.8076931283813,308.94315853338173,-1.2507263142393186
-26.18547649122807,26.9602701754386,142000.0,1341.390341541768,308.942623288187,-1.3100202584533462
-26.18325,26.9572,142500.0,1334.7074905438478,308.9420880975987,-1.3552134137868734
-26.18102350877193,26.954129824561402,143000.0,1327.8382074038993,308.94155296163143,-1.383148976591906
-26.178797017543857,26.951059649122808,143500.0,1320.8760007779288,308.9410178803629,-1.3913043061214694
-26.17657052631579,26.94798947368421,144000.0,1313.9251643426846,308.94048285377335,-1.3779663235923636
